"Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","Price","Brand","Model"
"Pune","2009","53000","Diesel","Automatic","First","8.7","2987","224.34","5","13.75","Mercedes-Benz","M-Class"
"Kolkata","2017","60000","Diesel","Manual","First","26.59","1248","74","5","3","Maruti","Swift"
"Ahmedabad","2017","33000","Diesel","Manual","First","24.3","1248","88.5","5","9.25","Maruti","Vitara"
"Mumbai","2013","31000","Diesel","Automatic","First","13.2","2400","215","5","17.65","Volvo","S60"
"Delhi","2014","79000","Diesel","Automatic","First","12.55","2982","168.5","7","18.25","Toyota","Fortuner"
"Kochi","2013","67914","Diesel","Manual","First","23","1396","90","5","3.45","Hyundai","i20"
"Bangalore","2015","58970","Diesel","Automatic","First","17.11","1968","174.33","5","23.75","Audi","A4"
"Mumbai","2013","60000","Diesel","Manual","Second","19.64","1461","108.5","5","5.45","Nissan","Terrano"
"Coimbatore","2017","35225","Petrol","Automatic","First","23.1","998","67.04","5","5.25","Maruti","Celerio"
"Delhi","2012","62282","Petrol","Automatic","First","16.95","1197","78.9","5","2.9","Hyundai","i10"
"Hyderabad","2010","80000","Diesel","Automatic","First","22.69","1995","190","5","14.2","BMW","3"
"Kochi","2018","43698","Petrol","Manual","First","18.9","1197","82","5","5.8","Hyundai","Grand"
"Coimbatore","2017","28052","Petrol","Automatic","First","18.9","1197","82","5","7.22","Hyundai","Grand"
"Coimbatore","2016","29091","Petrol","Manual","First","18.9","1197","81.86","5","4.87","Hyundai","Grand"
"Delhi","2013","63000","Petrol","Manual","First","16.47","1198","74","5","3.3","Volkswagen","Polo"
"Hyderabad","2007","91000","Petrol","Manual","Second","17.7","1497","78","5","3","Honda","City"
"Hyderabad","2014","30000","Diesel","Automatic","First","17.9","2143","136","5","26","Mercedes-Benz","GLA"
"Hyderabad","2017","24571","Petrol","Manual","First","14","796","35","5","2.9","Maruti","Omni"
"Bangalore","2014","45000","Petrol","Automatic","First","15.74","1591","121.3","5","7.5","Hyundai","Verna"
"Hyderabad","2015","24617","Petrol","Manual","First","22.74","796","47.3","5","2.36","Maruti","Alto"
"Coimbatore","2017","26927","Diesel","Manual","First","24.3","1248","88.5","5","11.39","Maruti","Vitara"
"Kochi","2013","87736","Diesel","Manual","First","15.1","2179","140","7","7.02","Mahindra","XUV500"
"Delhi","2016","35299","Diesel","Manual","First","24.3","1248","88.5","5","8","Maruti","Vitara"
"Kochi","2017","51612","Petrol","Manual","First","18.6","1197","81.83","5","7.11","Hyundai","i20"
"Mumbai","1998","55300","Diesel","Automatic","First","10","1796","157.7","5","3.9","Mercedes-Benz","E-Class"
"Hyderabad","2009","65090","Petrol","Manual","First","19.7","796","46.3","5","2.15","Maruti","Alto"
"Kolkata","2013","40000","Petrol","Manual","First","18","1198","86.7","5","3.25","Honda","Amaze"
"Kochi","2015","38467","Diesel","Automatic","First","12.65","2993","255","5","70.66","Land","Rover"
"Mumbai","2013","71904","Diesel","Manual","First","24","1120","70","5","4.61","Hyundai","Grand"
"Mumbai","2008","87000","Petrol","Manual","First","13.5","1799","130","5","2.35","Honda","Civic"
"Chennai","2014","33000","Diesel","Manual","Second","24","1120","70","5","4.05","Hyundai","Grand"
"Jaipur","2009","22100","Petrol","Manual","Second","16.1","796","37","4","0.8","Maruti","800"
"Hyderabad","2014","59589","Diesel","Manual","First","23.59","1364","67.1","5","5.6","Toyota","Etios"
"Delhi","2015","44000","Diesel","Manual","First","22.54","1396","88.73","5","5.35","Hyundai","i20"
"Mumbai","2017","12000","Petrol","Manual","First","24.07","998","67.1","5","3.25","Maruti","Alto"
"Pune","2012","66000","Diesel","Automatic","Second","17.05","1995","184","5","11.5","BMW","X1"
"Pune","2016","38009","Petrol","Automatic","First","23.1","998","67.04","5","4.25","Maruti","Celerio"
"Mumbai","2009","35000","Petrol","Automatic","Second","13.7","1798","157.75","5","4.45","Skoda","Superb"
"Pune","2009","70000","Diesel","Manual","First","14","2498","112","7","2.85","Mahindra","Xylo"
"Delhi","2014","86000","Diesel","Manual","First","15.1","2179","140","7","7.85","Mahindra","XUV500"
"Pune","2016","32000","Petrol","Manual","First","19.1","1197","85.8","5","5.3","Maruti","Swift"
"Mumbai","2017","15000","Petrol","Manual","First","18.88","999","123.24","5","8","Ford","Ecosport"
"Coimbatore","2014","69918","Diesel","Manual","First","21.43","1364","87.2","5","9.43","Toyota","Corolla"
"Pune","2012","39000","Petrol","Manual","First","18.5","1197","80","5","2.75","Hyundai","i20"
"Mumbai","2018","1011","Diesel","Manual","First","20.37","1461","108.45","5","13.5","Renault","Captur"
"Hyderabad","2009","85000","Diesel","Automatic","First","11","2987","198.5","5","9.99","Mercedes-Benz","E-Class"
"Chennai","2017","46663","Petrol","Manual","First","21.1","998","100","5","6.95","Maruti","Baleno"
"Chennai","2015","27000","Petrol","Automatic","First","17.97","1498","99.6","5","6.75","Nissan","Sunny"
"Chennai","2015","15000","Petrol","Automatic","First","18.9","1197","82","5","5.5","Hyundai","Grand"
"Kochi","2018","10575","Petrol","Manual","First","21.56","1462","103.25","5","9.18","Maruti","Ciaz"
"Jaipur","2014","12500","Petrol","Manual","First","19.1","1197","82","5","4.15","Hyundai","Xcent"
"Ahmedabad","2012","52000","Diesel","Manual","First","22.32","1582","126.32","5","6.5","Hyundai","Verna"
"Kochi","2015","49818","Petrol","Manual","First","21.5","1197","81.8","5","4.11","Maruti","Wagon"
"Hyderabad","2008","90000","Diesel","Manual","Second","16.8","1493","110","5","2.25","Hyundai","Verna"
"Kochi","2015","52207","Petrol","Manual","First","17.71","1197","78.9","5","4.56","Toyota","Etios"
"Pune","2013","167362","Diesel","Manual","First","11.68","2498","112","7","4","Mahindra","Xylo"
"Coimbatore","2015","49894","Diesel","Manual","First","23.59","1364","67.06","5","5.27","Toyota","Etios"
"Kochi","2019","13024","Diesel","Manual","First","18.06","2523","63","7","9.11","Mahindra","Thar"
"Pune","2010","128000","Diesel","Manual","Second","14.42","1995","147.6","5","6.2","Nissan","X-Trail"
"Kochi","2017","26023","Diesel","Automatic","First","11.36","2755","171.5","7","19.97","Toyota","Innova"
"Delhi","2016","42784","Diesel","Manual","First","21.38","1396","88.7","5","10.17","Hyundai","Creta"
"Pune","2014","115000","Diesel","Manual","First","28.4","1248","74","5","4.5","Maruti","Swift"
"Kochi","2019","30529","Diesel","Manual","First","23.9","1582","126.2","5","14.28","Hyundai","Verna"
"Kochi","2012","14814","Petrol","Manual","Second","19.7","796","46.3","5","2.47","Maruti","Alto"
"Ahmedabad","2016","58000","Diesel","Manual","First","23.65","1248","88.5","5","7.9","Maruti","S"
"Hyderabad","2011","68128","Petrol","Manual","First","21.1","814","55.2","5","2.3","Hyundai","EON"
"Hyderabad","2013","63220","Petrol","Manual","First","13.24","1598","102.5","5","6.5","Nissan","Terrano"
"Hyderabad","2016","30000","Petrol","Manual","First","21.1","814","55.2","5","3.25","Hyundai","EON"
"Bangalore","2017","27768","Diesel","Manual","First","20.65","1248","88.7","5","5.85","Tata","Zest"
"Hyderabad","2014","53000","Diesel","Automatic","Second","14.21","2143","203","5","29","Mercedes-Benz","E-Class"
"Coimbatore","2014","87652","Diesel","Automatic","Second","14.16","1968","174.3","5","25.71","Audi","Q5"
"Chennai","2008","94873","Petrol","Manual","Second","15.3","1596","101","5","1.85","Ford","Fiesta"
"Mumbai","2015","56000","Diesel","Automatic","First","18.88","1995","184","5","22.75","BMW","3"
"Kochi","2018","18678","Petrol","Manual","First","21.1","998","100","5","8.32","Maruti","Baleno"
"Delhi","2014","30000","Diesel","Automatic","First","14.21","2143","203","5","26","Mercedes-Benz","E-Class"
"Hyderabad","2013","59000","Petrol","Manual","First","20.36","1197","78.9","5","3.45","Hyundai","i10"
"Mumbai","2017","13000","Petrol","Manual","First","18.9","1197","82","5","5.15","Hyundai","Grand"
"Kochi","2014","74325","Petrol","Manual","First","19.4","1198","86.8","5","3.51","Honda","Brio"
"Kolkata","2015","45000","Diesel","Manual","First","21.9","1396","88.76","5","3.45","Hyundai","i20"
"Pune","2013","57000","Petrol","Manual","First","16.47","1198","73.9","5","3.75","Volkswagen","Polo"
"Pune","2001","125943","Petrol","Manual","Second","13","1493","100","5","1.45","Honda","City"
"Delhi","2008","80000","Diesel","Manual","First","18.7","1896","66","5","2.2","Skoda","Octavia"
"Hyderabad","2010","154000","Diesel","Manual","First","13.1","2499","141","7","7.99","Ford","Endeavour"
"Bangalore","2013","62000","Diesel","Manual","Second","18.3","1991","147.9","5","6.75","Chevrolet","Cruze"
"Kolkata","2014","45000","Diesel","Manual","First","24.2","1498","98.6","7","5","Honda","Mobilio"
"Pune","2012","105000","Diesel","Manual","Second","20.77","1248","88.76","7","5.9","Maruti","Ertiga"
"Mumbai","2013","26000","Petrol","Manual","First","18.9","1197","82","5","3.75","Hyundai","Grand"
"Mumbai","2014","30900","Diesel","Automatic","First","14.74","2993","270.9","5","29.5","Jaguar","XF"
"Chennai","2014","48000","Petrol","Manual","First","18","1198","86.7","5","4.75","Honda","Amaze"
"Pune","2011","112719","Diesel","Automatic","First","12.4","2698","179.5","5","11.5","Audi","A6"
"Chennai","2017","5000","Petrol","Manual","First","18.6","1197","81.83","5","6.95","Hyundai","i20"
"Mumbai","2016","16000","Petrol","Manual","First","17","1198","73.75","5","5.4","Volkswagen","Ameo"
"Jaipur","2011","63000","Petrol","Automatic","First","13.4","1997","135.1","5","4.75","Renault","Fluence"
"Chennai","2011","28300","Petrol","Manual","First","24.07","998","67.1","5","2.15","Maruti","Alto"
"Jaipur","2005","49000","Petrol","Manual","First","19.7","796","46.3","5","0.9","Maruti","Alto"
"Kolkata","2016","12501","Petrol","Manual","First","20.51","998","67.04","5","3.5","Maruti","Wagon"
"Kochi","2016","56628","Diesel","Manual","First","20.4","1248","92","5","5.85","Fiat","Linea"
"Pune","2010","105000","Diesel","Manual","First","19.3","1248","73.9","5","3.15","Maruti","Swift"
"Pune","2016","52126","Diesel","Manual","First","21.64","1461","84.8","5","6","Renault","Scala"
"Kolkata","2010","38000","Petrol","Manual","First","18.5","1197","80","5","2.23","Hyundai","i20"
"Bangalore","2016","50000","Petrol","Manual","First","19.1","1197","82","5","2.5","Hyundai","Xcent"
"Kochi","2015","50230","Petrol","Manual","First","18.9","998","67.1","5","3.87","Maruti","Wagon"
"Ahmedabad","2014","31000","Diesel","Manual","First","15.1","2179","140","7","9.5","Mahindra","XUV500"
"Delhi","2014","79000","Diesel","Automatic","First","12.55","2982","168.5","7","17.75","Toyota","Fortuner"
"Delhi","2012","130000","Diesel","Manual","First","19.64","1461","108.45","5","3.75","Renault","Duster"
"Chennai","2010","115000","Petrol","Manual","Second","17.92","1086","62.1","5","1.5","Hyundai","Santro"
"Pune","2013","41500","Petrol","Manual","Second","17.01","1591","121.3","5","5","Hyundai","Verna"
"Pune","2014","54385","Diesel","Automatic","Second","15.06","1995","177","5","17","BMW","X1"
"Kochi","2011","56361","Petrol","Automatic","First","12.9","1799","130","5","4.38","Honda","Civic"
"Delhi","2018","22000","Petrol","Automatic","First","15.26","1798","187.74","5","41.5","Audi","A6"
"Kolkata","2017","8000","Petrol","Manual","First","20.51","998","67.04","5","3","Maruti","Wagon"
"Coimbatore","2018","28741","Diesel","Manual","First","24.3","1248","88.5","5","11","Maruti","Vitara"
"Pune","2012","117236","Diesel","Automatic","Second","11.8","2720","190","7","14","Land","Rover"
"Pune","2016","30500","Diesel","Automatic","First","26.59","1248","74","5","7.65","Maruti","Dzire"
"Kolkata","2018","5000","Petrol","Manual","First","17","1591","121.3","5","8.7","Hyundai","Verna"
"Hyderabad","2016","42000","Diesel","Manual","First","25.47","1248","88.5","7","9.9","Maruti","Ertiga"
"Mumbai","2010","32773","Petrol","Manual","First","13.2","1495","94","5","2.05","Hyundai","Accent"
"Kolkata","2016","19008","Petrol","Manual","First","17","1197","80","5","5.25","Hyundai","i20"
"Kochi","2012","32542","Petrol","Manual","First","17","1591","121.3","5","5.77","Hyundai","Verna"
"Hyderabad","2010","94753","Petrol","Manual","First","19.7","796","46.3","5","1.95","Maruti","Alto"
"Ahmedabad","2011","70000","Diesel","Manual","Second","12.05","2179","120","8","7.45","Mahindra","Scorpio"
"Delhi","2012","68347","Petrol","Manual","First","18.9","998","67.1","5","2.6","Maruti","Wagon"
"Ahmedabad","2011","72000","Petrol","Manual","Second","17","1197","80","5","3.25","Hyundai","i20"
"Hyderabad","2010","75014","Diesel","Manual","First","21.1","1248","73.9","5","3.85","Maruti","Ritz"
"Delhi","2013","65000","Diesel","Automatic","Second","13.73","1995","148","5","7.5","Renault","Koleos"
"Kochi","2012","55598","Diesel","Automatic","First","22.69","1995","190","5","11.5","BMW","3"
"Pune","2013","50000","Petrol","Manual","First","19.4","1198","86.8","5","3.25","Honda","Brio"
"Chennai","2003","44200","Petrol","Manual","Second","11.7","1997","134","5","1.5","Hyundai","Sonata"
"Jaipur","2014","65000","Diesel","Manual","First","19.3","1248","73.9","5","5.31","Maruti","Swift"
"Hyderabad","2013","49000","Diesel","Manual","First","16","2179","140","7","9","Mahindra","XUV500"
"Kolkata","2016","7200","Petrol","Manual","First","19.81","1086","68.05","5","3.59","Hyundai","i10"
"Kochi","2016","43152","Petrol","Manual","First","20.73","1373","91.1","5","7.35","Maruti","Ciaz"
"Pune","2013","112000","Diesel","Manual","First","12.8","2494","102","8","12","Toyota","Innova"
"Coimbatore","2017","23540","Petrol","Manual","First","18.9","1197","82","5","6.02","Hyundai","Grand"
"Coimbatore","2008","82160","Diesel","Manual","First","16.52","1991","123.7","5","2.57","Chevrolet","Optra"
"Pune","2013","57000","Diesel","Manual","First","12.83","2696","162","7","12.45","Mahindra","Ssangyong"
"Coimbatore","2015","39335","Diesel","Manual","First","15.1","2179","140","7","12.63","Mahindra","XUV500"
"Bangalore","2014","62000","Petrol","Manual","Second","17.4","1497","117.3","5","7.75","Honda","City"
"Delhi","2014","60000","Diesel","Manual","First","22.7","1498","89.84","5","5.5","Ford","Ecosport"
"Kolkata","2015","35000","Petrol","Manual","First","18.6","1197","81.83","5","4.43","Hyundai","i20"
"Kochi","2016","32345","Diesel","Automatic","First","17.9","2143","136","5","24.51","Mercedes-Benz","CLA"
"Ahmedabad","2014","47000","Petrol","Manual","First","22","814","55","5","2.65","Hyundai","EON"
"Delhi","2012","65537","CNG","Manual","Second","33.44","796","40.3","4","2.1","Maruti","Alto"
"Delhi","2011","36000","Petrol","Manual","First","17.6","1496","88.7","5","3.2","Toyota","Etios"
"Chennai","2016","75000","Diesel","Manual","First","23.4","1248","74","5","4.25","Maruti","Swift"
"Kolkata","2008","38000","Petrol","Manual","First","19.7","796","46.3","5","1.1","Maruti","Alto"
"Chennai","2015","57818","Petrol","Manual","First","23.1","998","67.04","5","4.3","Maruti","Celerio"
"Hyderabad","2015","45000","Diesel","Manual","First","22.7","1498","89.84","5","8.9","Ford","Ecosport"
"Jaipur","2015","75055","Diesel","Manual","First","19.01","1461","108.5","5","6.5","Nissan","Terrano"
"Delhi","2009","65462","Petrol","Automatic","Third","11.1","2354","142","5","3.5","Honda","Accord"
"Hyderabad","2008","76206","Diesel","Manual","First","17.8","1248","75","5","4.25","Maruti","Swift"
"Kochi","2018","25948","Diesel","Automatic","First","16","2179","140","7","16.46","Mahindra","XUV500"
"Mumbai","2016","28500","Petrol","Manual","First","18.7","1199","88.7","5","5.95","Honda","Jazz"
"Mumbai","2015","28004","Petrol","Manual","First","17.8","1497","117.3","5","7.1","Honda","City"
"Kolkata","2011","25000","Petrol","Manual","Second","15.7","1172","67","5","1.25","Fiat","Grande"
"Pune","2013","82543","Petrol","Manual","First","16.02","1373","93.7","7","5.5","Maruti","Ertiga"
"Chennai","2013","30000","Petrol","Manual","First","18.44","1198","75","5","3.25","Nissan","Micra"
"Hyderabad","2010","27800","Petrol","Manual","First","17","1497","118","5","5","Honda","City"
"Coimbatore","2016","33415","Petrol","Manual","First","16.78","1496","88.73","5","6.58","Toyota","Etios"
"Mumbai","2013","38000","Diesel","Automatic","First","18.88","1995","184","5","19.5","BMW","3"
"Kochi","2017","41981","Petrol","Manual","First","18.7","1199","88.7","5","6.14","Honda","Jazz"
"Jaipur","2013","77084","Diesel","Manual","First","28.4","1248","73.75","5","4.95","Maruti","Dzire"
"Hyderabad","2013","71803","Diesel","Manual","First","20.5","1598","103.5","5","5.75","Skoda","Rapid"
"Kolkata","2013","73314","Diesel","Manual","First","15.1","2179","140","7","6.6","Mahindra","XUV500"
"Coimbatore","2015","69053","Petrol","Automatic","First","18.9","1197","82","5","5.72","Hyundai","Grand"
"Delhi","2009","79782","Petrol","Manual","Second","17","1497","118","5","2.6","Honda","City"
"Hyderabad","2010","250000","Diesel","Manual","Second","12.8","2494","102","7","6.5","Toyota","Innova"
"Pune","2011","90000","Diesel","Manual","Second","15.1","2179","140","7","6.1","Mahindra","XUV500"
"Hyderabad","2010","130000","Diesel","Manual","First","19.3","1248","73.9","5","3.85","Maruti","Swift"
"Pune","2013","65000","Petrol","Manual","Second","15.04","1598","103.6","5","4.5","Volkswagen","Vento"
"Bangalore","2013","76000","Diesel","Automatic","Second","16.55","1968","147.51","5","18.25","Audi","A4"
"Ahmedabad","2012","28002","Petrol","Manual","First","16.02","1373","93.7","7","5.75","Maruti","Ertiga"
"Mumbai","2010","63000","CNG","Manual","Second","14.53","1798","138","5","3.35","Toyota","Corolla"
